Committee,Subcommittee,Full_Name,State
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Burgess Owens,UT
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Lisa C. McClain,MI
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Michael A. Rulli,OH
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Ryan Mackenzie,PA
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Michael Baumgartner,WA
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Randy Fine,FL
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Mark DeSaulnier,CA
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Joe Courtney,CT
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Donald Norcross,NJ
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Lucy McBath,GA
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Jahana Hayes,CT
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Greg Casar,TX
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Summer L. Lee,PA
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,John W. Mannion,NY
Committee on Education and Workforce,Health. Employment. Labor. and Pensions Subcommittee,Mark Takano,CA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Burgess Owens,UT
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Michael Baumgartner,WA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Joe Wilson,SC
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Glenn Thompson,PA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Glenn Grothman,WI
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Elise M. Stefanik,NY
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Lisa C. McClain,MI
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Kevin Kiley,CA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,James C. Moylan,GU
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,"Robert F. Onder, Jr.",MO
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Mark Harris,NC
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Randy Fine,FL
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Alma S. Adams,NC
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Frederica S. Wilson,FL
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Mark Takano,CA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Lucy McBath,GA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Donald Norcross,NJ
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Joe Courtney,CT
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Suzanne Bonamici,OR
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Mark DeSaulnier,CA
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,Ilhan Omar,MN
Committee on Education and Workforce,Higher Education and Workforce Development Subcommittee,N/A,N/A
Committee on Education and Workforce,Workforce Protections Subcommittee,Ryan Mackenzie,PA
Committee on Education and Workforce,Workforce Protections Subcommittee,Mark B. Messmer,IN
Committee on Education and Workforce,Workforce Protections Subcommittee,Glenn Grothman,WI
Committee on Education and Workforce,Workforce Protections Subcommittee,James Comer,KY
Committee on Education and Workforce,Workforce Protections Subcommittee,Mary E. Miller,IL
Committee on Education and Workforce,Workforce Protections Subcommittee,Randy Fine,FL
Committee on Education and Workforce,Workforce Protections Subcommittee,Ilhan Omar,MN
Committee on Education and Workforce,Workforce Protections Subcommittee,Haley M. Stevens,MI
Committee on Education and Workforce,Workforce Protections Subcommittee,Greg Casar,TX
Committee on Education and Workforce,Workforce Protections Subcommittee,Mark Takano,CA
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Gus M. Bilirakis,FL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Russ Fulcher,ID
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Diana Harshbarger,TN
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Kat Cammack,FL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Jay Obernolte,CA
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,John James,MI
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Cliff Bentz,OR
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Erin Houchin,IN
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Russell Fry,SC
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Laurel M. Lee,FL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,"Thomas H. Kean, Jr.",NJ
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Gabe Evans,CO
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Craig A. Goldman,TX
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Brett Guthrie,KY
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Janice D. Schakowsky,IL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Kathy Castor,FL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Darren Soto,FL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Lori Trahan,MA
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Kevin Mullin,CA
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Yvette D. Clarke,NY
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Debbie Dingell,MI
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Marc A. Veasey,TX
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Robin L. Kelly,IL
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,Kim Schrier,WA
Committee on Energy and Commerce,Commerce. Manufacturing. and Trade Subcommittee,"Frank Pallone, Jr.",NJ
Committee on Energy and Commerce,Communications and Technology Subcommittee,Richard Hudson,NC
Committee on Energy and Commerce,Communications and Technology Subcommittee,Rick W. Allen,GA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Robert E. Latta,OH
Committee on Energy and Commerce,Communications and Technology Subcommittee,Gus M. Bilirakis,FL
Committee on Energy and Commerce,Communications and Technology Subcommittee,"Earl L. ""Buddy"" Carter",GA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Neal P. Dunn,FL
Committee on Energy and Commerce,Communications and Technology Subcommittee,John Joyce,PA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Russ Fulcher,ID
Committee on Energy and Commerce,Communications and Technology Subcommittee,August Pfluger,TX
Committee on Energy and Commerce,Communications and Technology Subcommittee,Kat Cammack,FL
Committee on Energy and Commerce,Communications and Technology Subcommittee,Jay Obernolte,CA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Erin Houchin,IN
Committee on Energy and Commerce,Communications and Technology Subcommittee,Russell Fry,SC
Committee on Energy and Commerce,Communications and Technology Subcommittee,"Thomas H. Kean, Jr.",NJ
Committee on Energy and Commerce,Communications and Technology Subcommittee,Craig A. Goldman,TX
Committee on Energy and Commerce,Communications and Technology Subcommittee,Julie Fedorchak,ND
Committee on Energy and Commerce,Communications and Technology Subcommittee,Brett Guthrie,KY
Committee on Energy and Commerce,Communications and Technology Subcommittee,Doris O. Matsui,CA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Darren Soto,FL
Committee on Energy and Commerce,Communications and Technology Subcommittee,Yvette D. Clarke,NY
Committee on Energy and Commerce,Communications and Technology Subcommittee,Raul Ruiz,CA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Scott H. Peters,CA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Debbie Dingell,MI
Committee on Energy and Commerce,Communications and Technology Subcommittee,Robin L. Kelly,IL
Committee on Energy and Commerce,Communications and Technology Subcommittee,Nanette Diaz Barragán,CA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Troy A. Carter,LA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Robert Menendez,NJ
Committee on Energy and Commerce,Communications and Technology Subcommittee,Greg Landsman,OH
Committee on Energy and Commerce,Communications and Technology Subcommittee,Jennifer L. McClellan,VA
Committee on Energy and Commerce,Communications and Technology Subcommittee,Kathy Castor,FL
Committee on Energy and Commerce,Communications and Technology Subcommittee,"Frank Pallone, Jr.",NJ
Committee on Energy and Commerce,Energy Subcommittee,Robert E. Latta,OH
Committee on Energy and Commerce,Energy Subcommittee,"Randy K. Weber, Sr.",TX
Committee on Energy and Commerce,Energy Subcommittee,Gary J. Palmer,AL
Committee on Energy and Commerce,Energy Subcommittee,Rick W. Allen,GA
Committee on Energy and Commerce,Energy Subcommittee,Troy Balderson,OH
Committee on Energy and Commerce,Energy Subcommittee,August Pfluger,TX
Committee on Energy and Commerce,Energy Subcommittee,Diana Harshbarger,TN
Committee on Energy and Commerce,Energy Subcommittee,Mariannette Miller-Meeks,IA
Committee on Energy and Commerce,Energy Subcommittee,John James,MI
Committee on Energy and Commerce,Energy Subcommittee,Cliff Bentz,OR
Committee on Energy and Commerce,Energy Subcommittee,Russell Fry,SC
Committee on Energy and Commerce,Energy Subcommittee,Laurel M. Lee,FL
Committee on Energy and Commerce,Energy Subcommittee,Nicholas A. Langworthy,NY
Committee on Energy and Commerce,Energy Subcommittee,Michael A. Rulli,OH
Committee on Energy and Commerce,Energy Subcommittee,Gabe Evans,CO
Committee on Energy and Commerce,Energy Subcommittee,Craig A. Goldman,TX
Committee on Energy and Commerce,Energy Subcommittee,Julie Fedorchak,ND
Committee on Energy and Commerce,Energy Subcommittee,Brett Guthrie,KY
Committee on Energy and Commerce,Energy Subcommittee,Kathy Castor,FL
Committee on Energy and Commerce,Energy Subcommittee,Scott H. Peters,CA
Committee on Energy and Commerce,Energy Subcommittee,Robert Menendez,NJ
Committee on Energy and Commerce,Energy Subcommittee,Kevin Mullin,CA
Committee on Energy and Commerce,Energy Subcommittee,Jennifer L. McClellan,VA
Committee on Energy and Commerce,Energy Subcommittee,Diana DeGette,CO
Committee on Energy and Commerce,Energy Subcommittee,Doris O. Matsui,CA
Committee on Energy and Commerce,Energy Subcommittee,Paul Tonko,NY
Committee on Energy and Commerce,Energy Subcommittee,Marc A. Veasey,TX
Committee on Energy and Commerce,Energy Subcommittee,Kim Schrier,WA
Committee on Energy and Commerce,Energy Subcommittee,Lizzie Fletcher,TX
Committee on Energy and Commerce,Energy Subcommittee,Alexandria Ocasio-Cortez,NY
Committee on Energy and Commerce,Energy Subcommittee,Jake Auchincloss,MA
Committee on Energy and Commerce,Energy Subcommittee,"Frank Pallone, Jr.",NJ
Committee on Energy and Commerce,Environment Subcommittee,H. Morgan Griffith,VA
Committee on Energy and Commerce,Environment Subcommittee,Dan Crenshaw,TX
Committee on Energy and Commerce,Environment Subcommittee,Robert E. Latta,OH
Committee on Energy and Commerce,Environment Subcommittee,"Earl L. ""Buddy"" Carter",GA
